Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCF30,OUT027,3432.193469195372
FDK03,OUT035,4230.224746287475
FDT45,OUT017,1020.8103170214174
NCC54,OUT027,5202.718803984194
FDP08,OUT018,2848.24166385644
FDU44,OUT046,2643.26748518315
DRG39,OUT035,1013.8750743769028
FDU32,OUT049,2065.9830635521353
FDY27,OUT049,2938.324122104679
NCP54,OUT013,1983.4777388694106
NCZ41,OUT049,2092.939681731595
DRL49,OUT013,2308.473871756104
FDI05,OUT018,1002.1442248335263
FDY56,OUT045,3555.779391495852
DRC13,OUT013,2070.7219075195153
NCV29,OUT017,2939.8428876840762
FDR24,OUT049,1581.113195381865
FDZ34,OUT018,2761.737332660374
FDP37,OUT035,2152.2861674206047
FDX08,OUT027,4335.308524919937
FDS57,OUT045,2181.7461928544853
NCG18,OUT049,1731.5082734444723
FDK25,OUT018,2432.247952174309
FDH53,OUT049,1464.7764743879934
DRI59,OUT018,3243.779310166843
FDA52,OUT046,2841.8333077729126
FDT20,OUT010,-1252.063233231675
FDE36,OUT019,738.1540081807125
FDI24,OUT017,2880.1445427579506
FDB28,OUT018,2879.908600157882
FDV11,OUT017,2955.5048465322
FDP01,OUT046,2495.6842741969517
FDD34,OUT027,4038.045334094745
FDJ50,OUT027,2331.391346008817
FDZ44,OUT013,1944.8435782511283
DRO59,OUT035,1370.2670089042417
DRB48,OUT045,633.7819323059507
FDR21,OUT018,2506.6017598306594
NCE42,OUT010,1782.4743111698021
FDO23,OUT046,1491.4830431386745
NCE30,OUT018,3049.6688850428586
FDQ22,OUT035,796.7559992904771
FDY01,OUT045,1804.2549926484066
FDS08,OUT017,2936.2375276650396
FDG28,OUT018,3668.9037359652984
FDQ51,OUT018,583.9203901557378
FDB05,OUT017,4044.7928733617564
FDO56,OUT049,2018.8756051624455
FDE02,OUT018,1216.6225005115025
FDN45,OUT017,3619.489491184233
FDS09,OUT013,893.6359922053093
NCA54,OUT018,2582.618415810659
FDP09,OUT010,1459.602213048664
FDC53,OUT045,1548.4647808624163
NCM55,OUT017,3036.432534655781
FDL09,OUT018,2436.460363562211
FDA11,OUT019,-382.78421660446054
FDA50,OUT045,1455.4813750641877
FDC23,OUT017,2955.9039416535147
FDE22,OUT049,2639.4028547050593
FDD23,OUT046,3014.7953635866033
NCA29,OUT049,2826.5643880983043
FDK38,OUT046,2354.3779852043785
DRC13,OUT046,1988.225618720584
NCP43,OUT049,2921.95011088545
FDX28,OUT049,1698.0101016777403
FDF08,OUT049,1596.3927605786666
FDZ33,OUT046,2377.3622039949482
FDD10,OUT049,2977.8169952638373
FDO58,OUT017,2692.8824433583786
FDI50,OUT017,3796.043345179548
FDO58,OUT045,2572.565687477202
FDX08,OUT013,2917.4036940075275
NCK17,OUT010,-1239.4628244371247
FDF39,OUT035,4332.85050603392
FDU45,OUT010,-64.07941406842735
NCJ18,OUT018,1562.0528878125333
DRC27,OUT019,1975.1065429926412
DRC25,OUT035,1521.944450471136
FDU59,OUT035,2700.449188929677
FDU28,OUT035,3191.9564776024627
NCP30,OUT046,672.8277774224305
FDB39,OUT018,648.1162747297799
FDE41,OUT013,1480.162029673912
DRH11,OUT010,-998.8292126923138
FDA58,OUT045,3657.600882273344
FDU50,OUT046,1897.352512171677
FDM34,OUT013,2104.078291476219
FDM44,OUT027,3105.4294260919223
FDR39,OUT045,2842.8482503798573
FDM25,OUT045,2768.726296456664
FDQ49,OUT049,2634.7547108194403
DRH25,OUT018,589.5205829255556
FDM09,OUT027,4207.1956511089165
FDL44,OUT019,687.0115128984744
NCR42,OUT018,268.01846466113636
DRL59,OUT046,871.7687343552013
FDX43,OUT013,2711.1099328409346
DRK47,OUT010,1653.9253909417348
FDU48,OUT018,1831.4685730976626
FDY12,OUT045,798.4725176432917
NCN43,OUT018,1676.6582936265236
NCM55,OUT018,2617.394313311812
FDQ21,OUT027,3426.5671501882166
FDX13,OUT035,4116.3561341617515
NCK30,OUT027,5425.263084332404
FDG20,OUT049,2911.6818135106687
DRG27,OUT017,762.3076627973194
FDY14,OUT018,3895.6761064582824
FDP59,OUT035,1842.0748781694406
FDU60,OUT017,2831.693045973228
NCC18,OUT019,762.766612143934
DRJ39,OUT017,3543.064674656872
FDS07,OUT049,1914.3415551323264
FDM08,OUT027,5016.41373741214
FDP51,OUT045,1901.421855660466
FDU16,OUT035,1519.4257640515511
FDH12,OUT013,1745.5933019150607
DRE48,OUT010,1193.10035526225
NCL42,OUT027,5289.24504110144
FDR21,OUT045,2750.9000423699426
NCW29,OUT035,2229.082299964652
FDO11,OUT013,4042.4247762220184
NCM31,OUT049,2326.4443751526064
FDV35,OUT019,549.4411968573145
FDF58,OUT017,1135.6401297110763
NCE43,OUT049,2751.8775127079984
FDA02,OUT035,2492.005381703819
DRL37,OUT010,-1180.5313591958923
FDR24,OUT018,1243.0144991236793
FDW59,OUT049,1455.09054238697
FDS22,OUT049,904.1571316325203
FDW24,OUT017,946.9714396421157
FDU24,OUT035,1705.3039047982656
FDA21,OUT027,4418.6670324476645
FDH58,OUT027,3337.1431844575773
FDW36,OUT018,1402.1390884723683
FDI45,OUT027,4210.0353047778235
FDU01,OUT018,2710.8373950555983
FDF35,OUT027,3188.4226242134196
FDU43,OUT019,1896.1013173621209
FDE24,OUT019,390.37136277671425
FDK50,OUT049,2704.4511171865865
FDG31,OUT045,980.2007001170828
FDC60,OUT045,1430.2766797711286
FDL36,OUT013,1491.7414133011066
FDP21,OUT013,3094.56700148939
FDW16,OUT045,1445.6671619810788
FDX02,OUT017,3659.804722142748
FDQ58,OUT027,3920.155889487821
FDT51,OUT046,1838.0846723274317
FDD59,OUT049,1429.0001367724158
NCM42,OUT018,1465.3597134986621
FDA57,OUT018,413.6711566205337
FDZ48,OUT035,1944.5486834039561
FDE46,OUT045,2371.6498988631674
NCZ30,OUT019,25.22821215120871
FDB56,OUT017,3133.9508691588644
FDA25,OUT027,3177.211876153888
FDD20,OUT013,2037.925867030708
FDL25,OUT013,1559.4003213346914
NCO18,OUT049,2893.418965609342
FDJ45,OUT017,700.47750705866
FDR12,OUT035,2904.60574719908
NCF19,OUT010,-1139.1168711499215
FDK25,OUT046,2671.5357354058137
NCR17,OUT046,1817.7554990357044
FDC52,OUT046,2478.6166975118044
NCA54,OUT017,2961.2218682840967
FDR45,OUT010,1881.1235925807646
NCM19,OUT049,1896.6837203445402
FDF39,OUT027,5661.957682848017
FDX23,OUT049,1671.3870075690188
FDD58,OUT027,3062.538925275903
FDX28,OUT013,1645.8669326493591
NCD31,OUT013,2604.201340272992
FDU57,OUT018,2167.4249065421704
FDI27,OUT046,817.5732776638126
NCM42,OUT046,1726.3023384529615
FDD32,OUT027,2821.597403383705
FDI34,OUT013,3691.226763126763
NCM29,OUT049,2161.706504584683
FDG46,OUT018,1590.787716939316
DRC01,OUT010,-1046.7538436369537
FDB15,OUT027,5589.094565894024
NCA17,OUT027,3824.6081313302493
FDF10,OUT046,2384.450777123347
FDR26,OUT027,4295.872644847072
FDI02,OUT049,1929.7636994753516
NCM54,OUT010,103.56662587755352
FDF14,OUT013,2454.351656153872
FDJ33,OUT010,62.412122196144196
FDM20,OUT035,4034.8000866295424
FDC03,OUT027,4596.309276822312
NCX05,OUT046,1837.8347252692179
NCM41,OUT027,2919.5578349201255
NCU29,OUT010,432.3497786709148
FDQ59,OUT017,1507.9315711634595
FDH46,OUT010,-223.33516164813932
FDH09,OUT013,883.706801438088
NCD06,OUT045,682.5150305856416
FDC15,OUT035,2595.7129754872103
DRD37,OUT027,2207.8239423269238
FDT28,OUT027,3834.7011473565017
FDR28,OUT027,4106.860906631849
FDT38,OUT017,1503.8239909777976
FDV34,OUT027,2734.833687624418
FDY52,OUT035,1181.212100515309
FDB34,OUT013,1435.465627380485
DRL23,OUT018,1418.1009916587134
DRB24,OUT046,2456.120941040103
FDJ50,OUT046,909.6953806226288
FDQ49,OUT035,2650.754176327356
FDP20,OUT035,2141.747069310989
FDV19,OUT027,4035.2278950875098
NCR54,OUT045,3011.4538685432663
FDO09,OUT010,2221.6615225731416
FDS57,OUT018,1999.6549122029169
FDN10,OUT049,1989.156326961273
FDV23,OUT049,2101.1923861228775
FDY28,OUT049,3515.574712894878
DRG51,OUT013,2614.8205703961135
FDD45,OUT019,-413.01201048978476
NCL18,OUT027,4461.265589891087
NCM29,OUT013,2104.8357903597657
FDF17,OUT027,4569.839514042423
FDE22,OUT017,2684.596927567581
FDQ22,OUT017,752.8403897305054
FDS01,OUT013,2898.0818548354696
FDW35,OUT027,2179.0340605614715
FDJ33,OUT046,2031.7017175842034
NCF54,OUT035,2849.436756358397
FDE09,OUT013,1813.8570509570677
NCE06,OUT045,2472.6328401311885
DRH49,OUT049,1402.6095285280412
FDY43,OUT045,2632.9026646318757
NCT05,OUT017,4109.072013321834
FDZ34,OUT045,2976.483227498943
FDL38,OUT017,1578.1161639435318
FDZ31,OUT017,3151.917899103783
FDR14,OUT035,1049.5048545621485
NCN54,OUT049,1360.2374850677872
NCC42,OUT027,3660.5265525951863
FDK08,OUT017,1761.3903711928879
FDP59,OUT013,1775.4419771780595
FDV22,OUT035,2699.7251315246044
FDD33,OUT035,3838.567256309074
DRE60,OUT027,5008.9464106773075
FDK52,OUT046,3584.8618278098056
FDA02,OUT017,2490.091441452322
FDM56,OUT049,1855.6142271628987
FDE57,OUT035,2413.110808120964
FDM32,OUT045,1379.1791327957565
NCQ30,OUT027,3382.0269575301104
FDQ27,OUT027,3182.3145504116737
FDT60,OUT027,3450.2576553693275
FDU43,OUT049,3935.8635138064747
NCO55,OUT035,1830.2738263748142
FDG02,OUT045,2976.1270717583934
FDJ28,OUT013,3068.555345715568
FDP40,OUT045,1784.2763147993714
FDJ38,OUT045,3006.3119970717466
NCC54,OUT017,3886.9212729291057
NCZ41,OUT046,1980.038269343574
FDK38,OUT019,477.13026351485223
FDU52,OUT013,2508.373846406467
FDC40,OUT046,1286.7188207013658
NCR30,OUT017,1288.2719629511116
NCN18,OUT017,1862.3997634734146
FDB50,OUT035,1404.6238526152529
FDG04,OUT013,3030.9600642135274
FDR26,OUT035,2963.294013586602
NCT17,OUT018,2693.466829641172
FDX35,OUT027,5078.584828608172
FDS12,OUT046,2018.8834620032908
NCZ29,OUT027,3438.8836856525118
FDB38,OUT010,704.3971639617212
FDP12,OUT013,717.7952929427506
FDP22,OUT046,896.2785458060703
FDS26,OUT018,3834.3805188743263
FDR52,OUT046,3085.7259958270192
DRJ13,OUT046,2552.6105683574137
FDU48,OUT027,3546.628345138395
FDE29,OUT035,1130.8924723167947
NCT29,OUT049,2023.7185373293496
DRK37,OUT018,2711.232767721308
FDK55,OUT046,1428.9970896134719
FDR07,OUT046,1547.1324001947278
FDO21,OUT027,5061.440926381498
FDK46,OUT049,4217.424350841834
FDB12,OUT045,1651.737680629698
FDT31,OUT027,4461.453904582264
FDJ33,OUT045,1965.2301952993253
FDC26,OUT027,3204.1717612355055
NCQ02,OUT045,2904.9318941634656
FDP08,OUT010,1168.8057253848006
FDB11,OUT027,5026.470119475838
FDV55,OUT013,2365.6874204328897
FDW20,OUT049,2053.6351164092694
NCJ18,OUT019,-36.43257933231223
FDC41,OUT018,945.1119678948555
FDE14,OUT027,3137.1683569750467
FDG35,OUT013,2872.8737004392174
FDF45,OUT035,1148.2483875222697
FDS19,OUT027,2758.1517438652404
FDS58,OUT019,693.409401775155
FDA26,OUT017,3635.4395154701724
FDM32,OUT049,1530.5346045330912
FDL45,OUT046,2032.291920953382
FDZ55,OUT049,2654.9780340766956
FDY37,OUT049,2407.606611873803
FDO46,OUT046,3085.0723833034267
FDQ60,OUT046,1955.7724231251436
FDA19,OUT018,1814.4116680389238
FDL15,OUT046,2461.2781382885682
FDM10,OUT018,3091.5413678680693
NCL05,OUT017,799.7822050129021
DRK49,OUT010,-1211.156007999218
NCE18,OUT027,5403.539356409053
FDG40,OUT049,697.3396725493526
DRI59,OUT045,3436.729623076378
FDK28,OUT035,4195.09577630299
NCD06,OUT019,-1165.6024945573674
FDO11,OUT019,2107.542493871168
FDK27,OUT046,1932.9855127217506
FDT43,OUT027,2302.6109292384162
FDD38,OUT018,1425.6653214061903
FDA16,OUT049,3588.339417016822
FDL14,OUT027,3955.6778145509334
NCM17,OUT049,812.4699844498384
FDD20,OUT045,1929.2508955867556
FDA40,OUT045,1406.5512121012123
FDL43,OUT045,1212.4077474952014
FDV15,OUT045,1571.3820733134517
FDE52,OUT046,1504.501235739307
NCL17,OUT010,352.0810894223745
NCJ31,OUT045,3655.4477037071365
FDR60,OUT045,1195.802621684446
NCA18,OUT035,1979.441085113449
FDS21,OUT027,2546.178435228207
FDW09,OUT035,1473.4286478045055
FDL26,OUT035,2603.0930134300133
FDS47,OUT018,1151.8895430233986
FDC39,OUT046,3252.245040487188
FDT51,OUT035,1988.7721693729504
FDK40,OUT035,4310.840287122021
NCG19,OUT045,3607.707200208176
FDZ07,OUT046,1058.302637026025
FDF08,OUT027,2935.013962140759
FDO04,OUT013,957.7604697014913
FDK41,OUT018,1063.9984670357294
FDP15,OUT049,4126.647028050654
NCD43,OUT018,1398.312082525202
NCP18,OUT013,2388.225349642664
FDZ51,OUT046,1553.8998510182291
DRH13,OUT035,1886.8705721193078
FDF38,OUT045,667.4512093042181
NCI43,OUT045,735.2437380828294
FDM38,OUT027,2392.0359425271745
FDS03,OUT013,1098.4986329085864
DRJ47,OUT017,2815.260041481147
FDT50,OUT010,-315.96553637265015
FDV02,OUT046,2742.4183988994405
NCG18,OUT017,1759.5969611525306
FDW52,OUT046,2668.858874322239
FDS40,OUT035,775.4242257981327
FDN31,OUT017,3134.646173539869
FDA37,OUT045,1953.9796674960699
FDA15,OUT046,3961.3602631215854
FDL39,OUT046,2917.872167094359
FDJ53,OUT045,1889.948966496644
FDX22,OUT013,3422.3611405292913
NCZ42,OUT045,3691.9238159994975
FDD56,OUT027,4284.298680313942
FDD40,OUT017,3223.2405750897456
FDS50,OUT013,3522.909470462327
NCN14,OUT013,2928.9368383264678
FDT15,OUT013,2989.895853555567
NCS18,OUT027,3169.742026440302
NCO26,OUT010,-104.60202366836495
FDF58,OUT018,752.3596996346296
NCB19,OUT013,1406.527360038663
FDH26,OUT017,2402.9166963933967
DRB24,OUT027,3882.565064096296
FDA49,OUT018,1122.3136140506156
FDB32,OUT045,1484.1464613760245
FDI36,OUT017,3265.9182291062293
NCA17,OUT010,439.6118509961183
FDH22,OUT013,2025.3072430914585
NCM26,OUT018,2136.272497715262
FDT15,OUT027,4408.96302407754
FDB16,OUT018,1144.71844513573
NCP54,OUT027,3410.6451081425885
FDJ36,OUT013,1708.836927459481
FDO28,OUT045,1856.7122833578933
FDU09,OUT013,980.1246290117315
FDF29,OUT017,2218.7978890805266
FDY08,OUT013,2296.7606276721094
DRJ59,OUT018,354.2802461579855
FDT23,OUT027,2785.191444834731
FDU15,OUT018,422.63782093532257
FDT47,OUT013,1652.8231611853366
FDI53,OUT019,743.5367829281195
FDR59,OUT018,3905.7456850273647
FDD53,OUT035,836.6407014558117
FDY51,OUT017,3580.528945446177
FDT04,OUT049,735.7127101037495
FDU51,OUT049,2939.1570992708703
FDG14,OUT035,2611.7464443982058
NCU06,OUT045,3552.6332288344747
DRG25,OUT046,2949.510888386526
DRH49,OUT035,1494.8281857100428
FDN15,OUT035,2375.7854652393153
FDL43,OUT018,980.5736827165235
NCT18,OUT049,2968.7884050371927
NCB31,OUT013,4114.5875288949355
FDK57,OUT035,2055.8983822898304
FDY04,OUT019,743.0613826041672
NCP54,OUT046,1930.5376309259623
FDF41,OUT013,3877.0890212723443
FDM01,OUT045,1629.8520318385931
FDW03,OUT045,1670.483090660392
FDF28,OUT045,1948.7792832604796
FDY37,OUT017,2421.6912681168333
FDQ03,OUT017,3892.7925925225645
FDP51,OUT027,3414.5053105595753
FDJ40,OUT017,1935.1104625447274
FDC32,OUT049,1599.7506638787654
DRI49,OUT027,2736.0340893310063
NCW54,OUT017,992.6523708988893
FDF09,OUT017,767.9361940387291
FDP45,OUT018,3731.1258052180474
DRJ23,OUT018,2681.1216634316183
FDS59,OUT017,1938.3373324018294
FDY08,OUT046,2240.682539075723
FDX16,OUT049,2453.5459615131963
FDY16,OUT018,2689.075032990993
FDK32,OUT035,2621.955251236746
FDQ22,OUT013,709.8960195761006
NCC31,OUT018,2195.9304611674793
FDG58,OUT049,2587.626219115161
DRF48,OUT013,3023.4326864102886
DRH36,OUT049,1287.6510244426863
NCR30,OUT035,1346.2451439501287
FDB03,OUT019,1929.8298885366235
FDZ28,OUT027,3518.2094625070426
FDR35,OUT017,3261.9120700715675
DRD15,OUT027,5115.402232386287
FDJ33,OUT019,122.86558020568782
FDA56,OUT010,36.05051388376489
FDP56,OUT046,813.401877457477
NCT30,OUT046,780.1473815089835
FDK15,OUT017,1717.2835031897557
FDH44,OUT018,2107.1484257989723
FDV01,OUT013,2529.860659725963
DRG03,OUT017,2519.112047061803
FDG50,OUT027,2918.044140838345
FDR16,OUT010,1514.4166945371157
FDZ60,OUT046,1720.5798925377203
DRG03,OUT045,2375.4802706597343
FDS56,OUT018,3942.7535524861387
FDU33,OUT045,723.9810687407412
DRD27,OUT035,1735.84557008488
FDW22,OUT046,3574.06657084155
DRA24,OUT045,2559.270215464833
FDF38,OUT049,814.1404754211094
FDX48,OUT013,2537.69938835785
FDS58,OUT018,2340.017300111378
FDC32,OUT046,1494.64008664441
NCQ29,OUT045,4026.856481204114
DRK39,OUT018,1081.0409934351712
NCS38,OUT017,1909.1012277120858
DRO47,OUT013,1808.642717478408
DRG27,OUT027,2142.910504619571
FDC57,OUT027,4533.517964853823
FDS55,OUT046,2342.901875390183
NCJ06,OUT018,1623.4322115637124
FDO01,OUT019,233.7132730644007
NCM55,OUT045,2852.358795607583
FDC52,OUT049,2582.205050818597
FDQ15,OUT045,1255.3255370054753
NCT30,OUT027,2219.290359372656
NCR42,OUT027,1992.9587860030474
FDD28,OUT035,1106.1201198667723
FDQ34,OUT049,1762.1384922758893
FDZ12,OUT027,3722.385592483086
DRE13,OUT019,-503.7899020298456
NCN07,OUT019,212.09007912991478
FDM28,OUT035,3019.5536140725694
FDI10,OUT017,2873.197610845114
FDQ25,OUT013,2795.432359044302
FDA38,OUT010,1918.8110678332782
DRI13,OUT049,3518.5934907935866
FDY20,OUT027,2952.3266907473844
NCZ53,OUT035,3100.595570172736
NCM31,OUT013,2300.7218625014834
DRB01,OUT017,3087.1114221011917
DRF37,OUT046,4113.408575147348
NCF42,OUT049,2858.737406721418
FDF16,OUT018,2098.207628847188
FDB41,OUT013,866.2876108664009
FDR34,OUT013,3678.4479348387595
FDR15,OUT018,2257.3097642408457
NCV42,OUT019,-116.7432742122063
FDW51,OUT035,3541.852604763273
FDU36,OUT017,1684.7301441799214
FDX60,OUT049,1412.8143395571965
FDY03,OUT035,1998.876770784213
FDW55,OUT045,3905.1861250197935
FDT01,OUT010,1449.9995563075513
FDG58,OUT013,2535.4613779569545
FDK21,OUT017,4060.0045046207015
NCS41,OUT019,972.9955101782377
FDS10,OUT045,2822.416937111322
NCT53,OUT046,2606.5968558886275
FDJ28,OUT018,2760.9039170035485
FDX44,OUT045,1362.3423525869814
FDT20,OUT018,388.1252747859852
FDO44,OUT017,1868.458266336464
NCX17,OUT049,3767.6824792293446
FDY01,OUT017,1994.462346717622
FDJ12,OUT027,4817.929456845354
DRK35,OUT018,339.6214270340839
FDD47,OUT019,789.1711482820551
NCM53,OUT035,1828.7426424722153
FDO45,OUT013,1498.4416308587297
NCM42,OUT010,-166.5358521911886
FDE04,OUT046,2892.3001260862166
NCI30,OUT027,5339.8147117957915
FDZ19,OUT013,2805.5017359792555
FDW57,OUT013,2884.8065943854285
FDA25,OUT013,1721.8351904802716
FDT22,OUT046,968.524039620906
FDP51,OUT013,1977.2846260754359
FDD48,OUT027,3325.2703656179315
FDY39,OUT035,3097.8933434687747
FDO48,OUT010,1649.2298127307354
FDD23,OUT027,4443.248441786113
DRN35,OUT027,2067.7241510257886
FDT01,OUT035,3547.9206452443177
FDC20,OUT010,-991.5217474685194
DRJ35,OUT035,1161.2856914470458
FDB32,OUT046,1522.585777765401
FDL24,OUT046,2807.645107671134
NCV42,OUT035,1938.8972538122907
FDZ46,OUT046,1761.3318094547408
FDC15,OUT013,2483.9856725836707
FDD08,OUT019,-1241.2225288124732
FDY50,OUT049,1543.0101838166856
FDD36,OUT013,1954.224581041682
FDG57,OUT027,2268.203204483603
FDL21,OUT018,472.5489231086681
FDN16,OUT027,3139.598190545186
FDJ09,OUT027,2221.244142242752
FDS01,OUT010,950.8808980681888
FDV33,OUT017,4264.34628464356
DRE12,OUT017,1926.8422307459623
FDR07,OUT013,1595.4140404021218
FDP48,OUT010,1054.9135508319346
NCB55,OUT035,1052.3788561523115
FDQ08,OUT013,1070.030469096007
FDR34,OUT035,3846.2020674827018
FDO33,OUT046,1799.395857616175
FDP13,OUT045,618.1351539157317
FDX12,OUT049,3976.1211025605235
NCT06,OUT049,2721.547923535211
FDR16,OUT019,1535.3175833822238
FDE36,OUT046,2679.756481498438
FDZ36,OUT049,3079.557607822853
FDV13,OUT045,1408.586890764948
NCZ17,OUT035,737.5744552024989
FDU56,OUT045,2849.534700655231
FDM09,OUT035,2898.8621716135426
FDV02,OUT017,2836.7049914435866
FDS34,OUT018,1574.062239785353
FDA11,OUT049,1648.7425311990464
FDP09,OUT017,3461.6504043777795
FDB29,OUT027,3335.205110012506
FDT19,OUT017,2896.4797462315887
DRH15,OUT017,827.0237716051163
FDY38,OUT046,3727.4767654121815
FDF14,OUT027,3881.583924278015
FDN48,OUT010,-408.0359809067529
FDQ12,OUT013,3687.1579412225165
NCJ43,OUT045,2667.0956086136753
FDE17,OUT019,573.4491206216171
FDB05,OUT035,4076.337444678393
FDH10,OUT045,2990.93348818308
NCR06,OUT017,784.7210462237094
FDU32,OUT018,1684.349074021046
FDD56,OUT049,2889.0868160565183
FDO36,OUT018,2599.3389038922446
FDH16,OUT010,-427.85625540439355
FDX10,OUT018,368.61351070024295
FDZ37,OUT017,1588.0946903028862
FDU31,OUT010,1588.913141734391
DRC49,OUT049,2349.208017949824
FDL15,OUT045,2366.82551046013
FDN32,OUT019,1062.8696577499818
DRH59,OUT027,2648.9571542041235
NCU29,OUT049,2436.094941811551
FDR37,OUT019,1068.7477472053101
FDS14,OUT018,2231.583041781101
FDU02,OUT027,5036.807945920231
FDJ08,OUT035,3193.7483448466974
NCZ06,OUT045,3902.5252400632944
FDO31,OUT049,1477.3476564285202
FDH31,OUT018,1410.5782324356958
FDS58,OUT017,2703.070439354623
NCA53,OUT027,2256.5749522476476
FDF50,OUT046,3141.161950999328
NCW42,OUT049,3591.4385521593103
NCQ17,OUT045,2382.664582874039
FDK51,OUT018,3901.7943086764753
NCW41,OUT010,574.6723350848733
NCR29,OUT017,996.8572702350102
FDB08,OUT019,642.9454565080841
FDA40,OUT027,2880.3295701727575
FDL14,OUT018,2288.8917684491735
FDB47,OUT046,3288.2247963292257
FDO03,OUT035,3806.256768195657
DRK13,OUT019,1195.8894026158405
FDX13,OUT010,2013.7258127395621
FDF52,OUT046,2908.96070487027
FDT11,OUT013,3076.9773814639047
FDB08,OUT013,2586.431760810313
FDQ28,OUT018,2245.8613183824327
FDD29,OUT045,3934.067572609152
NCQ29,OUT027,5545.103504364496
NCO02,OUT013,1076.860733447855
FDR56,OUT010,1214.1454981362372
NCM54,OUT049,2078.6912742619284
FDP51,OUT035,2057.913694610955
FDT38,OUT013,1408.0313107967152
FDZ20,OUT018,3729.8283079938174
FDJ53,OUT013,1967.3578732500487
FDX13,OUT049,4041.239721862701
FDP58,OUT035,3618.302587517417
NCK31,OUT019,-1046.0651847009005
FDA35,OUT018,1743.2454009431813
FDV37,OUT018,2912.3302124732218
NCO07,OUT027,4819.517639572334
FDA20,OUT045,2909.277286583375
FDZ59,OUT035,2861.0173750527483
NCY17,OUT017,807.927342968912
FDQ28,OUT035,2629.216305168153
FDV35,OUT017,2550.1971971409084
FDQ36,OUT013,661.8702227065849
FDD34,OUT018,2335.6145720436566
FDK51,OUT045,4111.484571929103
FDV31,OUT035,2928.6981749172155
FDR04,OUT035,1709.9020649999406
FDR14,OUT049,996.1150067940725
DRC36,OUT010,887.0653206351049
FDE39,OUT019,46.934292227859714
FDP57,OUT049,1781.6867234954948
FDE57,OUT046,2265.5334097589366
NCN18,OUT046,1754.1984515763465
NCQ05,OUT018,2101.338361740866
FDW47,OUT035,2073.4914755553964
FDV46,OUT035,2357.6812689708977
NCP29,OUT045,932.7675856453286
FDE09,OUT018,1515.5396199378624
NCU06,OUT027,5055.4629331017
FDT19,OUT010,856.4192864008669
DRF15,OUT017,2519.551707222545
DRI51,OUT013,2726.241477262216
NCX54,OUT013,1691.4289828381961
DRE01,OUT013,3809.702289051871
NCB07,OUT045,2998.8678456592297
FDU50,OUT035,2023.153018185958
FDG40,OUT035,741.3404730501957
FDW10,OUT018,2509.4968927619407
FDX51,OUT013,3165.1168049825187
NCP17,OUT045,951.0317477858255
FDP21,OUT035,3179.871972652445
FDL04,OUT045,1614.7783154373678
FDV23,OUT013,1997.7029554603146
FDF24,OUT046,1372.5438027382495
FDH56,OUT027,3323.6790236340385
FDB51,OUT049,1125.2133680540815
FDI58,OUT027,3030.579327770609
FDR20,OUT013,868.0858203750404
FDC51,OUT018,1752.4298459422007
FDB16,OUT027,2856.7002445672274
FDE40,OUT049,1130.7643337643094
NCM17,OUT035,858.0393127492084
FDU56,OUT035,3084.913242056365
FDS32,OUT019,407.111486447312
FDX02,OUT049,3647.3052560545566
FDT39,OUT027,3941.3132448745046
FDE35,OUT017,1100.2701507953727
NCI42,OUT019,1422.2749523770108
DRL23,OUT046,1697.698475826724
FDA10,OUT046,1938.5522194193777
FDA11,OUT013,1587.219414596831
NCM06,OUT046,2440.3747585350475
NCT05,OUT035,4194.9771215099745
NCQ02,OUT010,1033.6267539537434
NCY06,OUT049,2146.606097768918
FDY56,OUT035,3740.260340844663
FDL02,OUT035,1859.2783594276902
NCI06,OUT035,2956.3436061344864
FDQ14,OUT045,2329.9710578244276
FDQ12,OUT017,3722.3155275991458
FDP36,OUT046,852.9749669707119
FDK21,OUT027,5425.787568704995
FDO40,OUT045,2297.0209900343707
NCK54,OUT019,-30.780690791333086
FDY09,OUT018,2541.7686223813994
NCW30,OUT049,4202.251300338963
NCC55,OUT027,2047.0069327771562
FDE58,OUT018,1608.1981347465849
FDR39,OUT013,2951.3779695332287
FDU28,OUT049,3097.7673956349167
FDH08,OUT017,3724.952367281996
FDG35,OUT045,2772.1739785574496
FDG22,OUT049,749.6892294801951
FDC34,OUT035,2657.9743182951156
FDP15,OUT018,3743.4228908502473
FDK34,OUT010,1876.360534341316
FDU45,OUT035,2052.1504609834024
FDQ04,OUT027,2124.8964996317836
FDX22,OUT018,3102.263487481378
FDB45,OUT017,1781.4407185819764
NCH43,OUT027,4859.085955991538
DRE60,OUT046,3513.5369663798015
FDD17,OUT027,5192.564938262977
NCM54,OUT017,2116.0865411671602
NCH55,OUT013,2050.344138376475
NCT06,OUT017,2709.175296673947
FDA48,OUT027,4944.8583976475975
FDY58,OUT027,5067.625569204705
FDO25,OUT045,3268.5417221180815
FDN50,OUT045,1516.888141834514
FDH35,OUT035,2768.4988341972235
FDK09,OUT045,3522.3368140544403
FDO16,OUT013,1388.0165657961982
FDW11,OUT045,987.2624864588697
FDU47,OUT027,3735.8775728368128
NCQ42,OUT010,120.62553984171643
FDK55,OUT027,2906.28239157219
FDN08,OUT049,2004.8602160337082
FDT57,OUT045,3699.636246457464
FDJ12,OUT018,3061.999321297259
DRL59,OUT017,967.6635379873799
NCN53,OUT046,590.7247276382575
FDO51,OUT010,-1121.456902822849
